municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Beverly Hills,California,United States,City,34.0696501,-118.3963062,TRUE,Moratorium on evictions for non-payment of rent & moratorium on no-fault evictions,1,Eviction Protection,https://www.beverlyhills.org/cbhfiles/storage/files/1091025194202295965/Ordinance20-O-2807.pdf,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",3,0,0,0,0,0,0,2,0,-2,3,USA
Long Beach,California,United States,City,33.7690164,-118.1916048,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who have lost income because the pandemic and whose rent was due between 3/4/2020 (retroactively)-5/31/2020. Tenants are then required to provide documentation of substantial income losses caused by job layoffs, out-of-pocket medical expenses or requirements to stay at home due to COVID-19. City Council also voted for the Housing Authority to suspend the termination of housing assistance payments through May 31, aimed at ensuring recipients are able to comply with the Cityâ€™s Safer at Home order.",3,Eviction Protection,http://www.longbeach.gov/press-releases/evictions-suspended-for-tenants-affected-by-covid-19/,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-3.5,0,0,0,0,-1,0,0,-0.5,-2,0,USA
San Diego County,California,United States,County,32.9637838,-116.7706277,TRUE,"San Diego County enacted a moratorium on all evictions of residential and commercial renters in the unincorporated areas who have seen their income reduced or been otherwise substantially economically harmed by the COVID-19 pandemic. Even with the moratorium in place, affected residents would still be required to pay back the rent owed at a later date if they miss a payment. As part of the same proposal, supervisors also approved placing a freeze on foreclosures and foreclosure-related evictions.",2,Eviction Protection,https://www.sandiegouniontribune.com/news/politics/story/2020-03-24/san-diego-county-approves-moratorium-on-residential-and-commercial-evictions-for-those-impacted-by-covid-19,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Half Moon Bay,California,United States,City,37.4635519,-122.4285862,TRUE,"No landlord can evict a tenant or terminate a tenancy for not paying rent due to the coronavirus pandemic. If a tenant can provide documentation within 14 days of receiving the form that the inability to pay rent is because of COVID-19 the tenant cannot be evicted. After May 31, 2020, tenants owe landlords the amount of rent not paid during this period. Tenants will be given a grace period of up to 180 days to repay the rent owed.",2,Eviction Protection,https://www.hmbreview.com/news/county-issues-moratorium-on-some-evictions/article_683d7e76-6e06-11ea-96b7-b7991e0fbae5.html,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-1,0,0,0,0,-1,0,2,0,-2,0,USA
Benicia,California,United States,City,38.049365,-122.1585777,TRUE,"Stay on evictions for non-payment of rent in the city. The order does not relieve tenants of liability for unpaid rent but puts a moratorium on evictions for non-payment of rent due to the impact of COVID-19, and includes provisions for eviction notices and no-fault evictions, according to a city news release.",2,Eviction Protection,https://patch.com/california/benicia/benicia-puts-moratorium-evictions-city-coronavirus,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,-3,0,4,0,-2,1,USA
Tulare,California,United States,County,36.2516475,-118.852583,FALSE,"There is a call for the county administrative officer to send a letter to the Tulare County Superior Court requesting it to pause or suspend eviction proceedings ""in light of impacts from COVID-19."" Such a step would require board action.",2,,https://www.visaliatimesdelta.com/story/news/2020/03/24/tulare-county-supervisor-calls-eviction-moratorium-amid-covid-19-pandemic/2909123001/,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Broward County,Florida,United States,County,26.1598074,-80.4623642,TRUE,"""The Broward Sheriffâ€™s Office, in coordination with the 17th Judicial Circuit, has decided to
temporarily cease all eviction activities until further notice due to the current public health crisis.""",2,Eviction Protection,http://www.17th.flcourts.org/wp-content/uploads/2020/03/20-3-23.pdf,,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",-0.5,0,0,0,0,0,0,2,0,-2.5,0,USA
Emeryville,California,United States,City,37.8314089,-122.2865266,TRUE,,2,Eviction Protection,https://emeryville.legistar.com/View.ashx?M=F&ID=8220076&GUID=C9170208-8B7C-475C-86DD-1FDE2DC2ED81,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Denver,Colorado,United States,City,39.7392364,-104.9848623,TRUE,The Denver Sheriff Department will temporarily redeploy sheriff deputies away from evictions to other duties.,2,,https://www.denvergov.org/content/denvergov/en/mayors-office/newsroom/2020/city-and-county-of-denver-covid-19-response-update.html,,Eviction Cases & Enforcement Suspended,"Colorado's Governor issued an executive order that prohibits enforcement of evictions and filing of eviction cases for nonpayment of rent. The order also prohibits late fees. It extends provisions of an earlier order that direct certain departments to work with landlords and banks to find lawful means of avoiding evictions, as well as asks sheriffs and other local enforcement to avoid executing evictions. The governor has also directed that some foreclosure sale deadlines are extended to April 30, and treasurers are authorized to waive delinquent interest on delinquent property tax payments. Colorado's Chief Justice issued an order suspending non-essential court functions; the order gives lower court judges discretion to determine whether matters not specifically mentioned in the order (which evictions are not) should be heard. Nearly all judicial districts and several counties have issued orders continuing most civil matters or ordering them to be done via teleconference. Sheriffs in the city of Denver are not executing orders of eviction. Finally, several utilities providers in Colorado have suspended shutoffs; several towns and cities have asked providers to do the same or else said that they will not disconnect service.",-1,0,0,0,0,0,0,2,0,-4,1,USA
Clearlake,California,United States,City,38.9582307,-122.6263728,TRUE,,2,Eviction Protection,https://www.clearlake.ca.us/AgendaCenter/ViewFile/Agenda/_03192020-456,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,0,0,-1,0,4,0,-2,1,USA
West Virginia,West Virginia,United States,State,38.4758406,-80.8408415,TRUE,"Because of the coronavirus emergency, the West Virginia Supreme Court has suspended virtually all court proceedings in West Virginia from March 23 through May 15, 2020. The Supreme Court has said that Landlord-Tenant cases are not â€œemergencies,â€ so eviction cases will not be handled between these dates.",1,Eviction Protection,https://www.lawv.net/Resources/Self-Help-Library/Coronavirus/Coronavirus-COVID-19-and-Evictions,,Civil Cases Suspended,"The West Virginia Supreme Court of Appeals issued an order staying all trials, proceedings, statutes of limitations and other court deadlines for non-emergency actions between March 22 and April 10. The city of Morgantown has suspended utilities service disconnections.",2.5,0,0,0,0,0,0,0,-0.5,3,0,USA
Blaine County,Idaho,United States,County,43.3336455,-113.8808311,TRUE,The court is only hearing certain matters (not evictions) until further notice.,2,Eviction Protection,https://www.5thjudicialdistrict.com/wp-content/uploads/Blaine1.pdf,,Resumed Evictions,"Idaho had a statewide order directing that eviction cases be continued except for emergencies. However, on April 22nd, the Supreme Court issued an order resuming all hearings remotely, effective May 1st. Some counties have moved to reduced operations in the court system, and are therefore hearing a limited number of cases that don't include eviction cases. 3 private companies have promised to suspend utility shutoffs.",1,0,0,0,0,0,0,2,0,-1,0,USA
Osceola County,Florida,United States,County,28.0443842,-81.1437541,TRUE,Osceola County Sheriff Russ Gibson announced at a Wednesday briefing that his agency will not enforce any evictions â€œuntil the emergency situation is over.â€,2,,https://www.orlandosentinel.com/coronavirus/os-ne-health-coronavirus-seminole-brevard-evictions-suspended-20200318-mkygvhhmkbacxonpl3on7gakye-story.html,,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",-0.5,0,0,0,0,0,0,2,0,-2.5,0,USA
Dane County,Wisconsin,United States,County,43.0709273,-89.4322174,TRUE,"The Dane County Sheriffâ€™s Office said it is temporarily suspending Civil Execution Orders (Writs of Restitution, Writs of Assistance, Writs of Replevin, Execution Against Property) and also temporarily suspending court ordered evictions.",3,,https://madison.com/ct/news/local/govt-and-politics/madison-mayor-asks-for-moratorium-on-evictions-county-placing-homeless/article_02195b89-c2e8-5976-af3c-2bc3280aa157.html,,Eviction Cases & Enforcement Suspended,"The Governor has prohibited the commencement of eviction actions based on failure to pay rent and foreclosure and has prohibited the sheriffs from initiating a sheriff's sale of foreclosed property or execution of eviction orders. The Supreme Court of Wisconsin has suspended in person hearings statwide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discrection to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsi, evictions are small claims cases.",-4.5,0,0,0,0,0,0,2,0,-6.5,0,USA
El Monte,California,United States,City,36.7014631,-118.7559974,TRUE,,2,Eviction Protection,https://www.sgvtribune.com/2020/03/24/el-monte-updates-coronavirus-prompted-eviction-moratorium/,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,0,0,-1,0,4,0,-2,1,USA
Sonoma County,California,United States,County,38.5110803,-122.8473388,TRUE,Suspends evictions for non-payment of rent for reasons associated with the coronavirus.,2,Eviction Protection,https://sonoma-county.legistar.com/LegislationDetail.aspx?ID=4400248&GUID=A163D704-E675-401E-B3CB-FDAA3D9F69E6&Options&Search,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-3,0,0,0,0,-3,0,2,0,-2,0,USA
Whittier,California,United States,City,33.9708782,-118.0308396,TRUE,,2,Eviction Protection,https://online.cityofwhittier.org/OnBaseAgendaOnline/Documents/ViewDocument/REVISED%20PROPOSED%20URGENCY%20ORDINANCE%20(34572).pdf?meetingId=3072&documentType=Agenda&itemId=34572&publishId=15817&isSection=false,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-3,0,0,0,0,-1,0,0,0,-2,0,USA
Concord,California,United States,City,37.9768525,-122.0335624,TRUE,"Eviction moratorium which includes a partial rent freeze (it exempted units consistent with 1482); prohibition of late fees, and a grace period to re-pay rent of 90 days per each month in arrears.",1,Eviction Protection,https://www.eastbaytimes.com/2020/03/26/coronavirus-concord-enacts-moratorium-on-evictions-rent-increases/,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",3,0,0,0,0,-3,0,4,0,-2,4,USA
Glendale,California,United States,City,34.1469416,-118.2478471,TRUE,,2,Eviction Protection,https://www.glendaleca.gov/home/showdocument?id=55569,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-1.5,0,0,0,0,-1,0,2,-0.5,-2,0,USA
West Hollywood,California,United States,City,34.0923014,-118.3692894,TRUE,,2,Eviction Protection,https://weho.granicus.com/MetaViewer.php?view_id=16&event_id=1184&meta_id=185597,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",-1,0,0,0,0,-1,0,2,0,-2,0,USA
Stockton,California,United States,City,37.9577016,-121.2907796,TRUE,,2,Eviction Protection,https://www.recordnet.com/news/20200317/stockton-city-council-puts-moratorium-on-evictions-tightens-restrictions-on-public-events,,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Utah,Utah,United States,State,39.4225192,-111.7143584,TRUE,,2,Eviction Protection,https://drive.google.com/file/d/1DIvfcaMeSeUhfNmzr-3Cwo3DyZQZIO2l/view,,COVID-19 Related Eviction Cases Suspended,"The Utah Supreme Court activated the Pandemic Response Plan and alloweed local courts to implement their own district pandemic response plans. The Utah Supreme Court ordered district courts to perform all mission-critical functions, which do not seem to include eviction proceedings and allows for remote hearings. The Governor of Utah issued and emergency declaration prohibting enforcement of eviction actions only where the tenant is current on rent payments as of 3/31/20 and has suffered job loss or lost income because of COVID-19. Where tenant's COVID-19 related nonpayment is in question, free mediation is available.",-1,0,0,0,0,0,0,2,0,-3,0,USA
Phoenix,Arizona,United States,City,33.4484367,-112.0741417,TRUE,,2,Eviction Protection,https://ktar.com/story/3024211/phoenix-mayor-halts-city-owned-evictions-amid-coronavirus-fears/,,COVID-19 Related Eviction Cases Suspended,"The Governor has issued a stay on executing all evictions statewide for tenants who can show 1) that they have suffered a substantial loss of income due to COVID-19, 2) that they or a family member have been ordered to stay in quarantine by a medical professional, or 3) that they have a health condition that makes them more at risk to COVID-19. Evictions proceedings are managed by each Superior Court at the local level. So while evictions actions can't be executed, they can still be filed and managed in court. However, Mohave County Court has allowed judges to delay eviction cases if needed. In Phoenix, all city-owned housing is prohibited from evicting tenants. The state supreme court has tolled all eviction deadlines to 5/1/20.",1.5,0,0,0,0,0,0,2,0,-0.5,0,USA
California,California,United States,State,36.7014631,-118.7559974,TRUE,"Landlords can file for eviction at any time. But no new eviction cases will go to court until 8/29/2020, and tenants do not have to file a response until then. In pending cases, court dates will not be set until 60 days after the trial is requested. Court dates that were already scheduled will also be postponed for at least 60 days. (Note: This policy does not apply to evictions deemed necessary for public health and safety.)

When cases resume, some California tenants will have a defense in court against evictions for non-payment of rent. This ONLY covers tenants who paid rent in March and can show that the reason they couldn't pay in April was related to the COVID-19 pandemic.",2,Eviction Protection,https://jcc.legistar.com/View.ashx?M=F&ID=8233133&GUID=4CE2DDDF-426E-446C-8879-39B03DE418B3,www.tenantstogether.org,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",0,0,0,0,0,0,0,2,0,-2,0,USA
Nevada,Nevada,United States,State,39.5158825,-116.8537227,TRUE,"On March 29, the governor announced a 90-day emergency moratorium on evictions and foreclosures related to defaulting on payments. The directive applies to both residential and commercial tenants. The only exception is for tenants deemed to endanger the public, be engaged in criminal activity, or cause severe property damage. Note that this exception can NOT be used to evict tenants who have been diagnosed with or exposed to COVID-19.",1,Eviction Protection,http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-29_-_COVID-19_Declaration_of_Emergency_Directive_008/,,Eviction Cases & Enforcement Suspended,"Governor signed an Executive Order on 3/29 that halts eviction proceedings for the duration of the state of emergency, except for eviction judgments that predate the March 12th state of emergency declaration. On 3/31, the Supreme Court responded to the Governor's Executive Order by halting the consideration of most eviction matters. The Governor's order also prohibits late fees for nonpayment.",3,0,0,0,0,0,0,4,-0.5,-1.5,1,USA
Newark,New Jersey,United States,City,40.735657,-74.1723667,TRUE,,2,Eviction Protection,https://www.facebook.com/RasJBaraka/photos/a.319302828206793/1842820932521634/?type=3&theater,,Eviction Cases & Enforcement Suspended,"Governor Phil Murphy signed an Executive Order on 3/19 that halts removals of residents pursuant to evictions or foreclosure proceedings. The EO does not halt initiation or continuation of eviction and foreclosure proceedings. In addition, the Supreme Court cancelled landlord/tenant calendars until April 26th and suspended evictions. The state senate has passed, and the state assembly is now considering, a bill that would create a temporary rental assistance program. The New Jersey Housing and Mortgage Finance Agency has suspended rent increases at eligible facilities until the governor's order declaring a state of emergency is withdrawn (and after this there must be 30 days notice). The Assembly is also considering a bill that would require forbearance of residential and commercial mortgages, as well as other loans, and tenant rent upon request.",1,0,0,0,0,0,0,2,0,-1,0,USA
North Carolina,North Carolina,United States,State,35.6729639,-79.0392919,TRUE,,1,,https://www.nccourts.gov/assets/news-uploads/2%20April%202020%20-%207A-39%28b%29%282%29%20Order%20%28Final%29.pdf?UqRJH9wO2z3oEU4GW3Eg9rxRuFvTlixn,,Eviction Cases Suspended,"The Supreme Court of North Carolina postponed ejectment and foreclosure actions, but does not explicitly stop eviction orders that were already approved.",3,0,0,0,0,0,0,2,0,1,0,USA
Oregon,Oregon,United States,State,43.9792797,-120.737257,TRUE,"Governor Kate Brown has strengthened previous orders. As of April 1, there is a 90-day moratorium on serving evictions to commercial and residential tenants. The order only bars police from enforcing evictions due to nonpayment of rent for a period of ninety days, but evictions for failing a rental inspection, noise complaints or any other thing deemed as a lease violation may still be served. The order makes no space for a longer repayment schedule while numerous banks have publicly given 12-month extensions to their mortgage holders, nor does this order address the need for a Nationwide Rent Freeze or Suspension to keep out of work renters from accruing mass amounts of debt.",1,Eviction Protection,https://www.oregon.gov/gov/Documents/executive_orders/eo_20-13.pdf,,Eviction Cases & Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",3.5,0,0,0,0,0,0,4,0,-1.5,1,USA
Alaska,Alaska,United States,State,64.4459613,-149.680909,TRUE,Suspends evictions for nonpayment of rent in cases of financial hardship due to COVID-19. Includes homeless prevention measures and prevents COVID related utility disconnections.,1,Eviction Protection,http://www.akleg.gov/PDF/31/Bills/SB0241Z.PDF,,COVID-19 Related Eviction Cases Suspended,"On March 13, the State Supreme Court placed a moratorium on all non-emergency cases including most civil cases, which implicitly applied evictions. This was made explicit by an administrative order issued by the Presiding Judges of four judicial districts in Alaska, which stated that all eviction hearings woiuld be suspended during the duration of general civil case moratorium and gave judges discretion to stay issued eviction orders due to sickness, quarantine, or self-quarantine during the coronavirus crisis. On April 24, the Court resumed evictions not covered under the Governor's executive order or the CARES Act moratorium. The Governor also announced an executive order that would suspend evictions for tenants who recieve rental assistance through the Alaska Housing Finance Corporation, as well as directing the AHFC to suspend foreclosures and evictions. Some localities have suspended utility and water shutoffs. In April, the legislature suspended any statute that would give a cause of action for evictions or foreclosures, but only as it applies to tenants or mortgagees experiencing financial hardship due to COVID-19. The legislation also suspended utility disconnection due to COVID-19 hardship and provided homeless prevention funding.",2.5,0,0,0,0,0,0,2,0,0.5,0,USA
