municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Washoe County,Nevada,NA,County,39.130227,-119.725249,TRUE,"Reno Justice Court issued an Administrative Order that temporarily suspends deadlines for eviction and unlawful detainer proceedings beginning March 18. This does NOT stop evictions and eviction hearings, but allows more time for tenants to respond.",3,NA,https://www.washoecounty.us/rjc/files/news/Amended_Administrative_Order_3192020.pdf,NA,Eviction Cases & Enforcement Suspended,"Governor signed an Executive Order on 3/29 that halts eviction proceedings for the duration of the state of emergency, except for eviction judgments that predate the March 12th state of emergency declaration. On 3/31, the Supreme Court responded to the Governor's Executive Order by halting the consideration of most eviction matters. The Governor's order also prohibits late fees for nonpayment.",2.5,0,0,1,0,0,0,2,0,-1.5,1,NA
North Dakota,North Dakota,NA,State,47.44217,-100.460816,TRUE,"The North Dakota Supreme Court suspended all residential eviction proceedings until further notice. The North Dakota Supreme Court has continued to hear cases, as have lower courts in the state. Prior to the Supreme Court taking official actions, county sheriffs in Clay, Cass, Grand Forks, and Burleigh counties all had stopped enforcing evictions. Cass County, Burleigh County, and Grand Forks County are home to the state's three largest cities, respectively Fargo, Bismarck, and Grand Forks. The ACLU of North Dakota is worried that a â€œGood Causeâ€ clause in the wording may still put renters at risk for eviction if landlords can provide reasoning for removing them from the property. There is not much documentation about this ""protection"" on the state website, or even in the media.",2,NA,https://www.kvrr.com/2020/03/30/coalition-calls-for-eviction-moratorium-in-north-dakota/,NA,Resumed Evictions,"The North Dakota Supreme Court suspended all residential eviction proceedings until further notice. The North Dakota Supreme Court has continued to hear cases, as have lower courts in the state. Prior to the Supreme Court taking official actions, county sheriffs in Clay, Cass, Grand Forks, and Burleigh counties all had stopped enforcing evictions. Cass County, Burleigh County, and Grand Forks County are home to the state's three largest cities, respectively Fargo, Bismarck, and Grand Forks.",4,0,0,0,0,0,0,2,0,2,0,NA
Indiana,Indiana,NA,State,39.903026,-86.28395,TRUE,"Executive order pausing evictions and foreclosures until the state of emergency is over. Tenants and homeowners will still be obligated to make up the payments. Public housing authorities have also been asked to extend deadlines for eligibility requirements for public housing. Governor Eric Holcomb ordered that evictions and foreclosure actions/proceedings may not be brought March 19, 2020 until the executive order declaring a state of emergency in Indiana is halted by the governor. The Supreme Court of Indiana issued clarifying guidance that filings are still being accepted, and urging courts to consider public health, safety, and property values when using their discretion to decide whether to stay non-emergency proceedings. The governor's order also requests that public housing authorities extend deadlines for housing assistance recipients or applicants. Finally, each circuit and superior court in Indiana has issued a slightly different version suspending most civil proceedings although none of these applied explictly to eviction proceedings or foreclosures. The majority of districts suspended all civil hearings from 2 weeks up to 1.5 months while the minority of districts suspended only in person hearings/civil jury trials but allowed for teleconferencing or alternative methods for continuing non-essential business. Indiana has also placed a statewide moratorium on utility shut-offs and individual companies have announced that they will further suspend shutoffs.",2,NA,https://www.in.gov/judiciary/files/order-other-2020-20S-CB-123c.pdf,NA,Eviction Cases Suspended,"Governor Eric Holcomb ordered that evictions and foreclosure actions/proceedings may not be brought March 19, 2020 until the executive order declaring a state of emergency in Indiana is halted by the governor. The Supreme Court of Indiana issued clarifying guidance that filings are still being accepted, and urging courts to consider public health, safety, and property values when using their discretion to decide whether to stay non-emergency proceedings. The governor's order also requests that public housing authorities extend deadlines for housing assistance recipients or applicants. Finally, each circuit and superior court in Indiana has issued a slightly different version suspending most civil proceedings although none of these applied explictly to eviction proceedings or foreclosures. The majority of districts suspended all civil hearings from 2 weeks up to 1.5 months while the minority of districts suspended only in person hearings/civil jury trials but allowed for teleconferencing or alternative methods for continuing non-essential business. Indiana has also placed a statewide moratorium on utility shut-offs and individual companies have announced that they will further suspend shutoffs.",5,0,0,2,0,0,0,2,0,1,0,NA
Palm Springs,California,NA,City,33.842567,-116.527996,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemicâ€”for example, because their hours were cut, their business closed, they were laid off, or they have extreme medical costs related to COVID-19. To be protected, tenants have 90 days after rent is due to provide written notice to the landlord (including emails of texts) that they cannot pay rent, and must provide documentation to support their claim (such as pay stubs, time cards, proof of medical care or quarantine, or notices from employers or schools). After the order ends, tenants will have six months to make up the rent they couldn't pay during the emergency, and will not have to pay any late fees.",2,Eviction Protection,https://destinyhosted.com/palmsdocs/2020/CC/20200319_1219/2160_5C_Part_3.pdf,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8.5,8,2,-3.5,0,-1,0,4,0,-2,1,NA
Wisconsin,Wisconsin,NA,State,44.630907,-89.709392,TRUE,"Wisconsin Gov. Tony Evers has ordered the suspension of evictions and foreclosures during the coronavirus public health emergency. The order is effective as of March 27 and lasts for 60 days. The order stops landlords from evicting tenants ""from evicting tenants for any reason unless failure to proceed with the eviction will result in an imminent threat of serious physical harm to another person and mortgagees from commencing civil action to foreclose on real estate for 60 days."" The order does not relieve the obligation to pay rent or mortgage payments. The Supreme Court of Wisconsin has suspended in person hearings statewide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discretion to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsin, evictions are small claims cases.",2,Eviction Protection,https://evers.wi.gov/Documents/COVID19/EO15BanonEvictionsandForeclosures.pdf,NA,Eviction Cases & Enforcement Suspended,"The Governor has prohibited the commencement of eviction actions based on failure to pay rent and foreclosure and has prohibited the sheriffs from initiating a sheriff's sale of foreclosed property or execution of eviction orders. The Supreme Court of Wisconsin has suspended in person hearings statwide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discrection to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsi, evictions are small claims cases.",8.5,8,5,0,0,0,0,2,0,-6.5,0,NA
Davis,California,NA,City,38.55413,-121.798469,TRUE,"Landlords cannot evict renters impacted by the COVID-19 pandemic during this period of local emergency. The tenant must provide written notice to the landlord regarding inability to pay rent because of lost income and financial impacts due to COVID-19 no later than 10 days after the rent due date. The tenant must provide documentation of COVID-19 financial impacts within 30 days of the rent due date. Residential landlords may not initiate a no-fault eviction unless immediately necessary because of a hazardous condition (which would not include any condition related to COVID-19). Other provisions of the ordinance are: â€¢The tenant shall pay the portion of the rent the tenant is able to pay. â€¢The tenant is not relieved of liability for unpaid rent, which the landlord may seek after the expiration of the local emergency. â€¢The tenant must pay back rent within six months of the expiration of the local emergency.",2,Eviction Protection,https://www.cityofdavis.org/Home/Components/News/News/5954/,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",9.5,8,5,-3.5,-2,-1,0,4,0,-2,1,NA
South Lake Tahoe,California,NA,City,38.927507,-120.039632,TRUE,"A moratorium on residential evictions based on the nonpayment of rent arising out of a documented substantial decrease in household income caused by layoffs or a reduction in the number of compensable hours of work, or documented substantial out-of-pocket medical expenses, documented to be caused by the COVID-19 pandemic or by any government response to COVID-19, ending no later than May 31, 2020.",2,Eviction Protection,https://www.cityofslt.us/DocumentCenter/View/13953/Public-Notice-Moratorium-Residential-Evictions_20200325?bidId=,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",7,8,2,-1,-2,0,0,2,0,-2,0,NA
Sacramento County,California,NA,County,38.380456,-121.555406,TRUE,"Tenants would have to notify their landlords before rent is due that they cannot pay the full rent amount because of a covered reason, and instead pay as much rent as they can. Renters would then have up to 120 days, or roughly four months, after Californiaâ€™s state of emergency declaration is removed to pay back the deferred rent. Tenants would have to provide documentation to landlords that theyâ€™ve lost income because: â–ª They were sick with, or caring for a family member sick with COVID-19. â–ª They experienced a layoff, loss of hours or other income reduction resulting from COVID-19 or the state of emergency. â–ª They were complying with a recommendation from a government agency to stay home, self quarantine or avoid congregating with others during the state of emergency. â–ª They needed to miss work to care for a home-bound school-age child.",3,Eviction Protection,https://www.saccounty.net/news/Documents/Item%2035%20Resolution.PDF,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",3.5,8,2,-3.5,-2,-1,0,2,0,-2,0,NA
Berkeley,California,NA,City,37.860576,-122.29673,TRUE,"Under the Berkeley COVID-19 Emergency Response Ordinance, landlords cannot evict or attempt to evict a commercial or residential occupant for: Nonpayment of rent, where the occupant demonstrates nonpayment is due to the Coronavirus, the Coronavirus state of emergency, or after complying with a government Coronavirus precaution; or,
No-fault evictions of a residential tenant, except when necessary for the health and safety of tenants, neighbors, or the landlord. To gain these critical tenant protections, Berkeley tenants who suffer Coronavirus-related income disruption must, in writing, notify their landlords of their income disruption, and resultant inability to pay rent. Further, the tenant must attach documentation of their income disruption or COVID-19 out-of-pocket medical expense, such as a medical bill, paystubs, or letter from an employer indicating that the tenant has suffered reduced hours or lost wages due to the Coronavirus.  Where a landlord knows that a tenant cannot pay all or some of their rent due to the Coronavirus, the Berkeley COVID-19 Emergency Response Ordinance also prohibits landlords from serving notices to pay rent or quit, initiating a related eviction action in court, or prosecuting said eviction action. After the Coronavirus state of emergency ceases, a landlord has the right to collect unpaid rent; However, the landlord may not charge or collect a late fee for the unpaid rent",1,Eviction Protection,https://www.cityofberkeley.info/Clerk/City_Council/2020/03_Mar/City_Council__03-17-2020_-_Special_Meeting_Agenda(COVID-19).aspx,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",12.5,8,4,-2.5,0,0,0,4,0,-2,1,NA
Athens County,Ohio,NA,County,39.339279,-82.013803,FALSE,"Petition for 1. A moratorium on all evictions; 2. A moratorium on utility shutoffs (water, electric and gas); 3. Restoration of the water, electric and gas of clients who have been disconnected in the past 90 days",2,Renter Relief,https://actionnetwork.org/petitions/halt-evictions-and-utility-shut-offs-in-athens-county?source=facebook&&fbclid=IwAR0X8UdkfxcR5hQIuISeM0ahbcVLnDDXdu-9GzNmSJydITzOCD8xYHIDtys,NA,Local Discretion,"The Supreme Court of Ohio tolled all court deadlines until the earlier of the end of the emergency or 7/30/20. The court also issued guidance (as opposed to an order) to local courts that suggested courts could temporarily continue eviction filings, pending eviction proceedings, scheduled move-outs, and the execution of foreclosure judgements (except in the instances where allegations of domestic violence are involved). However, the determination of how to restrict access to the court is left to local jurisdiction. Several municipal courts have ordered the suspension of evictions. Both the governor and the Supreme Court recently issued orders tolling court deadlines; in its guidance as to how this applies to evictions, the Supreme Court states, ""Nothing in the legislation or the Supreme Court’s order prevents the filing of an eviction action during the emergency period."" The Governor issued an emergency order ""requesting"" that landlords of commercial properties suspend rent payments and evictions and that lenders provide mortgage forbearance.",4,0,0,1,0,0,0,2,0,1,0,NA
Davidson County,Tennessee,NA,County,36.277567,-85.10496,TRUE,The sheriff's office has stopped serving evictions for victims of the recent tornado (which took place amidst COVID-19).,3,NA,https://www.tennessean.com/story/news/local/2020/03/17/nashville-davidson-county-eviction-suspended-until-further-notice/5066270002/,NA,Eviction Cases Suspended,"The Supreme Court of Tennessee suspensed all judges, clerks and court officials from taking any action to effectuate an eviction, ejectment, or other displacement based on failure to make rent. The court also encouraged remote proceedings in other cases. Local courts have issued additional orders and the Davidson County's Sheriff suspended all evictions, foreclosures, and utility shutoffs until further notice.",3,0,0,3,0,0,0,2,0,-2,0,NA
New Jersey,New Jersey,NA,State,40.107274,-74.665201,TRUE,"Governor signed an Executive Order on 3/19 that halts removals of residents pursuant to evictions or foreclosure proceedings. The EO does not halt initiation or continuation of eviction and foreclosure proceedings. In addition, the Supreme Court cancelled landlord/tenant calendars until April 26th and suspended evictions.",3,NA,https://nj.gov/governor/news/news/562020/approved/20200319c.shtml,NA,Eviction Cases & Enforcement Suspended,"Governor Phil Murphy signed an Executive Order on 3/19 that halts removals of residents pursuant to evictions or foreclosure proceedings. The EO does not halt initiation or continuation of eviction and foreclosure proceedings. In addition, the Supreme Court cancelled landlord/tenant calendars until April 26th and suspended evictions. The state senate has passed, and the state assembly is now considering, a bill that would create a temporary rental assistance program. The New Jersey Housing and Mortgage Finance Agency has suspended rent increases at eligible facilities until the governor's order declaring a state of emergency is withdrawn (and after this there must be 30 days notice). The Assembly is also considering a bill that would require forbearance of residential and commercial mortgages, as well as other loans, and tenant rent upon request.",3,0,0,2,0,0,0,2,0,-1,0,NA
Union City,California,NA,City,37.59577,-122.01913,FALSE,NA,2,Eviction Protection,https://www.unioncity.org/DocumentCenter/View/3519/Final-Eviction-Moratorium-Ordinance-Union-City?bidId=,https://actionnetwork.org/letters/union-city-eviction-moratorium-during-covid-19-coronavirus-crisis,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8.5,10,2,-3.5,0,-3,0,4,0,-2,1,NA
Newark,California,NA,City,37.534102,-122.025352,TRUE,NA,2,Eviction Protection,https://www.newark.org/home/showdocument?id=5815,https://actionnetwork.org/letters/newark-eviction-moratorium-during-covid-19-coronavirus-crisis/,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",9.5,10,2,-3.5,0,-1,0,4,-1,-2,1,NA
San Mateo County,California,NA,County,37.573485,-122.32253,TRUE,The San Mateo County Board of Supervisors unanimously enacted an emergency eviction moratorium to temporarily protect tenants from being displaced from their homes during the ongoing COVID-19 public health crisis. Protects eligible tenants against COVID-19 related nonpayment of rent and no-fault evictions. Tenants must inform landlords of non-payment and provide documentation within 14 days after landlord gives written notice of tenants' right to make a delayed payment. Tenants must offer supporting documentation to show they cannot pay the amount of rent due because they were impacted by COVID-19. They will have 90-180 days after the declaration of a public health emergency has ended to pay back the full amount of rent owed.,2,Eviction Protection,https://drive.google.com/a/berkeley.edu/file/d/16Ma_D7BJXWj2dEP9IjMXEtDgoK5YUiNn/view?usp=sharing,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",6.5,8,4,-3.5,-2,-3,0,4,0,-2,1,NA
Santa Fe,New Mexico,NA,City,35.697473,-105.982146,TRUE,NA,2,Eviction Protection,https://www.santafenm.gov/news/detail/clarification_to_prohibit_eviction_of_tenants,NA,Eviction Enforcement Suspended,"The New Mexico Supreme Court has stayed the execution of writs of restitution for nonpayment of rent under NMSA 1978, Section 47-8-46 (A) if the resident has demonstrated by a preponderance of the evidence a current inability to pay rent. The New Mexico Supreme Court has also stayed the execution of writs of restitution for mobile homes. Two major cities in New Mexico have taken action: (1) Santa Fe: The mayor has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemic. Water shut-offs are also banned. Collection of lodger’s taxes has been delayed, and all public buses are free; (2) Albuquerque: All evictions from city-owned properties are suspended.",6.5,8,2,-1,0,0,0,2,-0.5,-4,0,NA
Santa Barbara,California,NA,City,34.421897,-119.707135,TRUE,"This is a temporary moratorium on evictions for tenants who experienced loss of income due to COVID-19. Landlords cannot eviction tenants due to COVID-19 related burdens. City tenants must provide documentation, for example, demonstrating that their failure to pay rent is due to the virus.",2,Eviction Protection,http://countyofsb.org/housing/UrgencyOrdinance.sbc,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",6,10,2,-3.5,0,0,0,0,-0.5,-2,0,NA
Beverly Hills,California,NA,City,33.786594,-118.298662,TRUE,Moratorium on evictions for non-payment of rent & moratorium on no-fault evictions,1,Eviction Protection,https://www.beverlyhills.org/cbhfiles/storage/files/1091025194202295965/Ordinance20-O-2807.pdf,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",11.5,8,4,-3.5,0,0,0,2,0,-2,3,NA
Long Beach,California,NA,City,33.804309,-118.200957,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who have lost income because the pandemic and whose rent was due between 3/4/2020 (retroactively)-5/31/2020. Tenants are then required to provide documentation of substantial income losses caused by job layoffs, out-of-pocket medical expenses or requirements to stay at home due to COVID-19. City Council also voted for the Housing Authority to suspend the termination of housing assistance payments through May 31, aimed at ensuring recipients are able to comply with the Cityâ€™s Safer at Home order.",2,Eviction Protection,http://www.longbeach.gov/press-releases/evictions-suspended-for-tenants-affected-by-covid-19/,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",4,8,2,-2.5,0,-1,0,0,-0.5,-2,0,NA
San Diego County,California,NA,County,32.724103,-117.170912,TRUE,"San Diego County enacted a moratorium on all evictions of residential and commercial renters in the unincorporated areas who have seen their income reduced or been otherwise substantially economically harmed by the COVID-19 pandemic. Even with the moratorium in place, affected residents would still be required to pay back the rent owed at a later date if they miss a payment. As part of the same proposal, supervisors also approved placing a freeze on foreclosures and foreclosure-related evictions.",2,Eviction Protection,https://www.sandiegouniontribune.com/news/politics/story/2020-03-24/san-diego-county-approves-moratorium-on-residential-and-commercial-evictions-for-those-impacted-by-covid-19,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",11,8,2,1,0,0,0,2,0,-2,0,NA
Half Moon Bay,California,NA,City,37.389057,-122.415566,TRUE,"No landlord can evict a tenant or terminate a tenancy for not paying rent due to the coronavirus pandemic. If a tenant can provide documentation within 14 days of receiving the form that the inability to pay rent is because of COVID-19 the tenant cannot be evicted. After May 31, 2020, tenants owe landlords the amount of rent not paid during this period. Tenants will be given a grace period of up to 180 days to repay the rent owed.",2,Eviction Protection,https://www.hmbreview.com/news/county-issues-moratorium-on-some-evictions/article_683d7e76-6e06-11ea-96b7-b7991e0fbae5.html,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",6.5,8,2,-2.5,0,-1,0,2,0,-2,0,NA
Benicia,California,NA,City,38.04936,-122.15858,TRUE,"Stay on evictions for non-payment of rent in the city. The order does not relieve tenants of liability for unpaid rent but puts a moratorium on evictions for non-payment of rent due to the impact of COVID-19, and includes provisions for eviction notices and no-fault evictions, according to a city news release.",2,Eviction Protection,https://patch.com/california/benicia/benicia-puts-moratorium-evictions-city-coronavirus,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",11,8,2,1,0,-3,0,4,0,-2,1,NA
Tulare,California,NA,County,36.133527,-119.299856,FALSE,"There is a call for the county administrative officer to send a letter to the Tulare County Superior Court requesting it to pause or suspend eviction proceedings ""in light of impacts from COVID-19."" Such a step would require board action.",3,NA,https://www.visaliatimesdelta.com/story/news/2020/03/24/tulare-county-supervisor-calls-eviction-moratorium-amid-covid-19-pandemic/2909123001/,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",2,0,0,2,0,0,0,2,0,-2,0,NA
